source_system,schema,relation,ordinal,column,data_type,nullable,has_default,generated,identity,semantic_disposition,sensitivity,scope_dimensions,is_time_bearing,time_classification,time_unit_or_precision,timezone_semantics
trading_system_postgresql,public,broker_sync_valuation_history,1,scope_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,2,scope_key,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,3,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,4,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,5,bucket_start,timestamp with time zone,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,broker_sync_valuation_history,6,sync_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,7,valuation_digest,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,8,buying_power,"numeric(38,18)",true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,9,currency,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,10,valuation_state,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,broker_sync_valuation_history,11,observed_at,timestamp with time zone,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,cash_ledger,1,ledger_id,bigint,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,2,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,3,strategy_id,text,true,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,strategy,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,4,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,5,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,6,currency,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,7,amount,"numeric(38,18)",false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,8,balance_after,"numeric(38,18)",true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,9,entry_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,10,reservation_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,11,client_order_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,12,instrument_id,text,true,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,instrument,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,13,reason,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,14,metadata,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,cash_ledger,15,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_ack_evidence,1,evidence_id,bigint,false,false,false,true,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,2,command_id,uuid,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,3,evidence_type,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,4,source_stream,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,5,source_message_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,6,source_entity_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,7,outcome_class,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,8,evidence_payload,jsonb,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_ack_evidence,9,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_broker_attempts,1,command_id,uuid,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,2,attempt_count,integer,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,3,state,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,4,outcome_class,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,5,outcome_payload,jsonb,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,6,last_error,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_broker_attempts,7,first_attempt_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_broker_attempts,8,last_attempt_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_broker_attempts,9,resolved_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_delivery_attempts,1,attempt_id,bigint,false,false,false,true,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,2,command_id,uuid,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,3,outbox_id,bigint,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,4,attempt_number,integer,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,5,outcome_class,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,6,transport_message_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,7,error_code,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,8,error_detail,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_delivery_attempts,9,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,1,outbox_id,bigint,false,false,false,true,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,2,command_id,uuid,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,3,delivery_stage,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,4,stream_name,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,5,stream_fields,jsonb,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,6,aggregate_key,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,7,state,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,8,attempts,integer,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,9,next_attempt_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,10,lease_owner,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,11,lease_until,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,12,stream_message_id,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,13,dispatched_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,14,acknowledged_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,15,last_error,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_dispatch_outbox,16,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_dispatch_outbox,17,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,1,command_id,uuid,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,2,command_kind,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,3,idempotency_scope,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,4,idempotency_key,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,5,payload_hash,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,6,contract_revision,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,7,mode,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,mode,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,8,venue,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,venue,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,9,alpha_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,strategy,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,10,account_id,text,false,false,false,false,SCOPE_DIMENSION_NAME_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,account,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,11,client_order_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,12,aggregate_key,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,13,command_payload,jsonb,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,14,state,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,15,outcome_class,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,16,outcome_payload,jsonb,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,17,accepted_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,18,dispatched_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,19,acknowledged_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,20,terminal_at,timestamp with time zone,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,21,updated_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,command_journal,22,engine_version,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,23,canonical_contract_version,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,24,instrument_metadata_version,text,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_journal,25,decision_digest,text,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,1,audit_id,bigint,false,false,false,true,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,2,stream_name,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,3,trim_min_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,4,groups_observed,jsonb,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,5,entries_before,bigint,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,6,entries_after,bigint,true,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,7,authority,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,8,dry_run,boolean,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,command_stream_trim_audit,9,created_at,timestamp with time zone,false,true,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,true,TIMESTAMPTZ_DB_DECLARED,DATABASE_TIMESTAMP_PRECISION,OFFSET_AWARE_DATABASE_TYPE
trading_system_postgresql,public,compatibility_surface_registry,1,surface_id,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,compatibility_surface_registry,2,kind,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,compatibility_surface_registry,3,locator,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
trading_system_postgresql,public,compatibility_surface_registry,4,owner,text,false,false,false,false,NAME_AND_TYPE_INFERRED_E2_REQUIRED,NON_SECRET_METADATA,,false,NOT_TIME_BEARING,NOT_APPLICABLE,NOT_APPLICABLE
