source_system,schema,relation,kind,database_owner_fingerprint_sha256,owner_service,data_class,source_file,baseline_status,authority_disposition,mutability_disposition,access_status,schema_usage_granted,select_granted,stable_key_status,primary_key_columns,unique_key_columns,keyset_status,ordering_disposition,scope_dimensions,time_column_count,foreign_key_count,total_bytes,estimated_rows,estimated_rows_source,stats_live_rows,stats_dead_rows,last_analyze_utc,last_autoanalyze_utc,persistence,is_partition,has_subclass,freshness_disposition,retention_disposition,change_semantics_disposition,publication_disposition,portal_usefulness,empty_semantics,sensitivity_summary
trading_system_postgresql,public,cash_ledger,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,portfolio_management,CANONICAL_ACCOUNTING,11-portfolio-management.sql,BASELINE_MATCHED,ACCOUNTING_OR_PERFORMANCE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,ledger_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|strategy|venue,1,3,32768,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,command_ack_evidence,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,evidence_id,command_id|evidence_type|source_stream|source_message_id,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,1,1,434176,437,PG_CLASS_RELTUPLES_ESTIMATE,437,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,command_broker_attempts,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,command_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,3,1,24576,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,command_delivery_attempts,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,attempt_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,1,2,81920,7,PG_CLASS_RELTUPLES_ESTIMATE,7,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,command_dispatch_outbox,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,outbox_id,command_id|delivery_stage,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,6,1,1523712,437,PG_CLASS_RELTUPLES_ESTIMATE,437,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|NON_SECRET_METADATA
trading_system_postgresql,public,command_journal,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,command_id,idempotency_scope|idempotency_key,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|mode|strategy|venue,5,0,2375680,397,PG_CLASS_RELTUPLES_ESTIMATE,397,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,command_stream_trim_audit,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,command_journal,DURABLE_COMMAND,34-durable-command-journal.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,audit_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,1,0,16384,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|NON_SECRET_METADATA
trading_system_postgresql,public,compatibility_surface_registry,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,platform_governance,GOVERNANCE_METADATA,39-production-governance.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,surface_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,3,0,16384,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,compatibility_usage_daily,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,platform_governance,GOVERNANCE_METADATA,39-production-governance.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,usage_day|surface_id|consumer|operation,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,4,1,24576,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,conditional_order_group_legs,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,order_groups,ORDER_LIFECYCLE,31-conditional-order-groups.sql,BASELINE_MATCHED,EXECUTION_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,group_id|leg_id,group_id|client_order_id,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,4,1,40960,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,conditional_order_groups,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,order_groups,ORDER_LIFECYCLE,31-conditional-order-groups.sql,BASELINE_MATCHED,EXECUTION_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,group_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|session|strategy|venue,2,0,49152,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,copy_event_dead_letters,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,copy_outbox,DURABLE_OUTBOX,15-copy-trading-outbox.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,2,0,24576,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,copy_event_outbox,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,copy_outbox,DURABLE_OUTBOX,15-copy-trading-outbox.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,copy_event_id,sequence_id,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|strategy|venue,4,0,155648,4,PG_CLASS_RELTUPLES_ESTIMATE,4,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,copy_publish_policies,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,copy_outbox,DURABLE_OUTBOX,15-copy-trading-outbox.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,LEDGER_OR_OUTBOX_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,policy_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,mode|strategy|venue,2,0,163840,80,PG_CLASS_RELTUPLES_ESTIMATE,80,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,dead_letters,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,monitor,OPERATIONAL_AUDIT,09-observability-security.sql,BASELINE_MATCHED,AUDIT_OR_OPERATIONAL_CANDIDATE_E2_REQUIRED,MUTABLE_OPERATIONAL_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,2,0,81920,4,PG_CLASS_RELTUPLES_ESTIMATE,4,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,IDENTIFIER_OR_PERSONAL_DATA_CANDIDATE|MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,dnse_trading_tokens,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,venue_adapters,VENUE_CONFIGURATION,07-venue-adapters.sql,BASELINE_MATCHED,REFERENCE_OR_VENUE_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,token_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|venue,4,1,32768,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA|SECRET_MATERIAL_METADATA_ONLY
trading_system_postgresql,public,domain_events,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,event_store,IMMUTABLE_AUDIT,04-domain-events.sql,BASELINE_MATCHED,AUDIT_OR_OPERATIONAL_CANDIDATE_E2_REQUIRED,IMMUTABLE_APPEND_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,event_id|event_ts,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|instrument|mode|strategy|venue,2,0,81920,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,true,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,engine_authority_decisions,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,engine_authority,AUTHORITY_CONTROL,38-engine-authority.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,decision_id,scope_id|decision_key,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,4,1,57344,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA|SECRET_MATERIAL_METADATA_ONLY
trading_system_postgresql,public,engine_authority_scopes,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,engine_authority,AUTHORITY_CONTROL,38-engine-authority.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,scope_id,component|mode|venue|account_id,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|mode|venue,2,0,49152,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,engine_authority_transitions,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,engine_authority,AUTHORITY_CONTROL,38-engine-authority.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,transition_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,1,1,32768,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,engine_shadow_comparisons,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,shadow,DECISION_EVIDENCE,37-rust-shadow-evidence.sql,BASELINE_MATCHED,AUTHORITY_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,comparison_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,account|mode|strategy|venue,2,0,49152,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NON_SECRET_METADATA
trading_system_postgresql,public,event_idempotency,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,event_store,IMMUTABLE_AUDIT,04-domain-events.sql,BASELINE_MATCHED,AUDIT_OR_OPERATIONAL_CANDIDATE_E2_REQUIRED,IMMUTABLE_APPEND_CANDIDATE_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,scope|idempotency_key,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,2,0,24576,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,execution_command_outbox,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,order_groups,ORDER_LIFECYCLE,31-conditional-order-groups.sql,BASELINE_MATCHED,EXECUTION_CANDIDATE_E2_REQUIRED,MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,command_id,idempotency_key,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,4,2,32768,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
trading_system_postgresql,public,execution_replay_jobs,TABLE,69ff8042237aeef5ddf1ced10e851bc6104e1ebb15a304061dba43ea10106fa9,replay,REPLAY_EVIDENCE,32-execution-replay-v2.sql,BASELINE_MATCHED,AUDIT_OR_OPERATIONAL_CANDIDATE_E2_REQUIRED,HISTORY_OR_SNAPSHOT_MUTABILITY_E2_REQUIRED,METADATA_READABLE_WITH_SELECT,true,true,PRIMARY_KEY_DECLARED,replay_id,,PRIMARY_KEY_KEYSET_CANDIDATE,TIMESTAMP_PLUS_STABLE_KEY_CANDIDATE_E2_REQUIRED,,4,0,32768,0,PG_CLASS_RELTUPLES_ESTIMATE,0,0,,,permanent,false,false,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,E2_REQUIRED_NO_DML_OR_ROW_HISTORY_PROBE,EXISTING_PUBLICATION_RECHECK_REQUIRED,CANDIDATE_FOR_TYPED_PORTAL_CONTRACT,NOT_QUERIED_E1_NO_BUSINESS_ROW_ACCESS,MAY_CONTAIN_SENSITIVE_STRUCTURED_DATA|NON_SECRET_METADATA
