screen_id,panel_id,frontend_field_path,visible_meaning,required_or_optional,source_system,source_relation_or_operation,source_columns,primary_resource_key,join_path,authority,mutability,delivery_class,history_requirement,freshness_requirement,formula_id,formula_version,currency_policy,timestamp_policy,edge_operation,portal_derivation_allowed,current_status,missing_reason,owner,capability_id
EXECUTION_COMMAND_CENTER_SCREEN,canary_drift,data.canary_drift,canary versus live source-health and declared control-state comparison,REQUIRED,PORTAL_EDGE,portal-control:profile-activation+manager-v2.envelope,profile_id|requested_state|effective_state|as_of|freshness|completeness,deployment_id,CANARY_GOVERNANCE_OVER_DECLARED_LIVE_SOURCE_PROFILE,PORTAL_CONTROL_WITH_TRADING_SYSTEM_FACTS,DERIVED_CURRENT_COMPARISON,EXISTS_NOT_PUBLISHED,CURRENT_COMPARISON_NOT_EVENT_DRIFT_HISTORY,BOTH_INPUTS_FRESH_OR_TYPED_PARTIAL,canary_live_fact_comparison,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataCanaryDriftV1,false,CURRENT_PORTAL_CANARY_COMPOSITION_EXISTS_WITHOUT_TYPED_DRIFT_CONTRACT,E5_TYPED_COMPARISON_INPUT_CONTRACT_REQUIRED,portal_execution_edge_owner,ops.alerts
EXECUTION_COMMAND_CENTER_SCREEN,command_terminal_evidence,data.command_journal,durable command lifecycle metadata and terminal evidence references,REQUIRED,TRADING_SYSTEM,public.command_journal,command_id|idempotency_scope|idempotency_key|accepted_at|dispatched_at|acknowledged_at|terminal_at,command_id,DECLARED_COMMAND_ID_TO_ACK_EVIDENCE_AND_DELIVERY_ATTEMPT_COLUMNS,DURABLE_COMMAND,DURABLE_LIFECYCLE_METADATA,EXISTS_NOT_PUBLISHED,RETAINED_COMMAND_LIFECYCLE_WITH_TYPED_PAYLOAD_REDACTION,NAMED_COMMAND_OR_TIME_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:accepted_at_ms,dispatched_at_ms,acknowledged_at_ms,terminal_at_ms",maximumDataCommandJournalPageV1,false,E2_INDEX_BACKED_TIME_KEYSET_ONLY,E5_FIELD_ALLOWLIST_AND_NAMED_COMMAND_SCOPE_REQUIRED,trading_system_command_owner,ops.command-journal
EXECUTION_COMMAND_CENTER_SCREEN,dead_letters,data.dead_letter_summary,operational dead-letter count and safe metadata only,REQUIRED,TRADING_SYSTEM,public.dead_letters,id|stream|reason|created_at|resolved_at,id,DIRECT_DEAD_LETTER_IDENTITY_WITHOUT_PAYLOAD,OPERATIONAL_AUDIT,MUTABLE_RESOLUTION_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,OPERATIONAL_EVIDENCE_WITH_PAYLOAD_REDACTION,NAMED_SAFE_SUMMARY_KEYSET_READ,dead_letter_safe_summary,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:created_at_ms,resolved_at_ms",maximumDataDeadLetterSummaryV1,false,E2_UNSAFE_RAW_PAYLOAD,E5_TYPED_REDACTION_ALLOWLIST_REQUIRED,trading_system_operations_owner,ops.dead-letters
EXECUTION_COMMAND_CENTER_SCREEN,reconciliation,data.reconciliation_findings,current reconciliation finding lifecycle and severity,REQUIRED,TRADING_SYSTEM,public.reconciliation_findings,finding_id|account_id|strategy_id|execution_session_id|mode|venue|finding_type|severity|status|created_at|resolved_at,finding_id,DECLARED_FINDING_TO_ACCOUNT_STRATEGY_AND_SESSION_COLUMNS,OPERATIONAL_AUDIT,MUTABLE_FINDING_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_LIFECYCLE_WITHOUT_IMMUTABLE_ACK_EVIDENCE,NAMED_PROFILE_AND_FINDING_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:created_at_ms,resolved_at_ms",maximumDataReconciliationFindingPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_ACK_EVIDENCE_REQUIRED,trading_system_read_path_owner,reconciliation.current
EXECUTION_COMMAND_CENTER_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_FULL_BLOTTER_SCREEN,conditional_orders,data.conditional_order_legs,conditional order group and leg structure,REQUIRED,TRADING_SYSTEM,public.conditional_order_groups+public.conditional_order_group_legs,conditional_order_groups.group_id|conditional_order_groups.updated_at|conditional_order_group_legs.leg_id|conditional_order_group_legs.group_id|conditional_order_group_legs.updated_at,group_id,DECLARED_GROUP_ID_FOREIGN_KEY,CANONICAL_ORDER_CONTROL,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_STRUCTURE_ONLY,NAMED_ORDER_OR_GROUP_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataConditionalOrderLegsV1,false,E2_SEQUENTIAL_SHAPES_UNQUALIFIED,E5_NAMED_GROUP_KEYSET_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,orders.legs
EXECUTION_FULL_BLOTTER_SCREEN,fills,data.fills,retained fill facts with declared trade identity and financial amounts,REQUIRED,TRADING_SYSTEM,public.fills,fill_id|event_id|trade_time|trade_id|client_order_id|venue_order_id|strategy_id|account_id|execution_session_id|mode|venue|instrument_id|side|price|quantity|commission|commission_currency|realized_pnl,fill_id,DECLARED_FILL_TO_CLIENT_OR_VENUE_ORDER_AND_SCOPE_COLUMNS,CANONICAL_FILL_FACTS,RETAINED_FACT_WITH_UNPROVEN_CORRECTION_SEMANTICS,EXISTS_NOT_PUBLISHED,RETAINED_FILL_RANGE_WITHOUT_REPLAY_OR_CORRECTION_CLAIM,NAMED_PROFILE_ORDER_OR_TIME_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_PRICE_QUANTITY_COMMISSION_AND_REALIZED_PNL,E4_UTC_EPOCH_MS:trade_time_ms,maximumDataFillPageV1,false,E2_INDEX_BACKED_TIME_KEYSET_ONLY,E5_NAMED_RESOURCE_KEYSET_AND_CORRECTION_CONTRACT_REQUIRED,trading_system_read_path_owner,orders.fills
EXECUTION_FULL_BLOTTER_SCREEN,orders,data.orders,current order projection including status and declared identifiers,REQUIRED,TRADING_SYSTEM,public.orders,order_id|client_order_id|venue_order_id|strategy_id|account_id|execution_session_id|mode|venue|instrument_id|symbol|side|order_type|time_in_force|quantity|price|trigger_price|status|submitted_at|updated_at|risk_grant_id,order_id,DECLARED_ORDER_TO_SESSION_ACCOUNT_STRATEGY_AND_RISK_GRANT_COLUMNS,CANONICAL_ORDER_PROJECTION,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ORDER_STATE_NOT_LIFECYCLE_REPLAY,NAMED_PROFILE_RESOURCE_AND_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_PRICE_AND_QUANTITY_WITH_INSTRUMENT_CONTEXT,"E4_UTC_EPOCH_MS:submitted_at_ms,updated_at_ms",maximumDataOrderPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_RESOURCE_SCOPE_QUERY_PLAN_AND_ACK_CLOCKS_REQUIRED,trading_system_read_path_owner,orders.list
EXECUTION_FULL_BLOTTER_SCREEN,source_health,source_health,"bounded source freshness, completeness and read lineage for this screen",REQUIRED,PORTAL_EDGE,manager-v2.envelope,as_of|read_at|freshness|completeness|trace_id,profile_id,DIRECT_ENVELOPE_BOUND_TO_NAMED_SCREEN_OPERATION,TRADING_SYSTEM,OBSERVATION_AT_READ_TIME,AVAILABLE_DERIVED_AT_PORTAL,CURRENT_OBSERVATION_ONLY,RETURN_SOURCE_FRESHNESS_AND_AS_OF,source_health_envelope,v1,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:as_of_ms,read_at_ms",maximumDataSourceHealthV1,true,EXISTING_SCREEN_ENVELOPE_COMPOSES_NAMED_SOURCE_STATUS,NOT_APPLICABLE,portal_execution_edge_owner,metadata.source-health
EXECUTION_FULL_BLOTTER_SCREEN,trade_replay,data.trade_replay,deterministic causal order and fill replay timeline,REQUIRED,TRADING_SYSTEM,authoritative-change-journal:required,event_id|source_sequence|event_type|operation|event_time|entity_id|entity_version|payload_digest,event_id,SOURCE_OWNED_GLOBAL_SEQUENCE_AND_DECLARED_CAUSATION_IDS_REQUIRED,AUTHORITATIVE_CHANGE_JOURNAL_REQUIRED,APPEND_CORRECTION_DELETE_EVENT_STREAM,OWNER_ACTION_REQUIRED,FULL_REPLAY_WITH_RETENTION_FLOOR_AND_RESUME,SNAPSHOT_HIGH_WATERMARK_AND_TAIL_REQUIRED,deterministic_order_trace,v1,PAYLOAD_TYPED_BY_EVENT_KIND,"E4_UTC_EPOCH_MS:event_time_ms,effective_at_ms,observed_at_ms,ingested_at_ms",maximumDataTradeReplayV1,false,E2_GLOBAL_SEQUENCE_RETENTION_AND_CORRECTION_NOT_PROVEN,fill-correction-replay,trading_system_event_owner,e3.trade-replay
EXECUTION_GATE_LIVE_REVIEW_SCREEN,accounts,data.accounts,canonical account identity and current profile binding,REQUIRED,TRADING_SYSTEM,public.accounts,account_id|trader_id|strategy_id|mode|venue|account_type|base_currency|external_account_ref|active|created_at|updated_at,account_id,ACCOUNT_ID_IS_DECLARED_ACCOUNT_SPINE,CANONICAL_ACCOUNT_ROWS,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ACCOUNT_STATE_ONLY,NAMED_PROFILE_AND_ACCOUNT_KEYSET_READ,NONE,NONE,BASE_CURRENCY_SCOPE_ATTRIBUTE,"E4_UTC_EPOCH_MS:created_at_ms,updated_at_ms",maximumDataAccountPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_ACCOUNT_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,accounts.current
EXECUTION_GATE_LIVE_REVIEW_SCREEN,execution_quality,data.execution_quality,deployment execution quality rollup with reproducible source inputs,REQUIRED,PORTAL_EDGE,public.execution_sessions+public.orders+public.fills,execution_sessions.execution_session_id|execution_sessions.submitted_count|orders.order_id|orders.status|fills.fill_id|fills.trade_time,deployment_id,DECLARED_DEPLOYMENT_TO_STRATEGY_ACCOUNT_THEN_DECLARED_SESSION_ORDER_FILL_COLUMNS,TRADING_SYSTEM_WITH_EDGE_FORMULA,DERIVED_FROM_CURRENT_AND_RETAINED_FACTS,EXISTS_NOT_PUBLISHED,CURRENT_ROLLUP_WITH_EXPLICIT_INPUT_RETENTION,ALL_INPUTS_FRESH_OR_TYPED_PARTIAL,deployment_execution_quality,v1,NOT_APPLICABLE,E4_UTC_EPOCH_MS:source_as_of_ms,maximumDataDeploymentExecutionQualityV1,false,E2_INPUTS_EXIST_BUT_NAMED_INPUT_QUERY_PLANS_REQUIRED,E5_DERIVATION_ORACLE_AND_BOUND_INPUT_READS_REQUIRED,portal_execution_edge_owner,deployments.execution-quality
EXECUTION_GATE_LIVE_REVIEW_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_GATE_LIVE_REVIEW_SCREEN,risk_evidence,data.risk_grants,retained risk grant decision evidence by declared scope,REQUIRED,TRADING_SYSTEM,public.risk_grants,risk_grant_id|strategy_id|account_id|mode|venue|created_at,risk_grant_id,DECLARED_RISK_GRANT_TO_STRATEGY_ACCOUNT_AND_PROFILE_COLUMNS,SIZING_DECISION_AND_RISK_GRANT_RECORDS,RETAINED_DECISION_RECORD,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,AVAILABLE_DECISION_RECORDS_NOT_FULL_RISK_EVENT_REPLAY,NAMED_PROFILE_AND_GRANT_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_LIMITS_AND_QUANTITIES,E4_UTC_EPOCH_MS:created_at_ms,maximumDataRiskGrantPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_EVENT_CORRECTION_CONTRACT_REQUIRED,trading_system_read_path_owner,e3.risk-grants
EXECUTION_GATE_R1_REVIEW_SCREEN,execution_quality,data.execution_quality,deployment execution quality rollup with reproducible source inputs,REQUIRED,PORTAL_EDGE,public.execution_sessions+public.orders+public.fills,execution_sessions.execution_session_id|execution_sessions.submitted_count|orders.order_id|orders.status|fills.fill_id|fills.trade_time,deployment_id,DECLARED_DEPLOYMENT_TO_STRATEGY_ACCOUNT_THEN_DECLARED_SESSION_ORDER_FILL_COLUMNS,TRADING_SYSTEM_WITH_EDGE_FORMULA,DERIVED_FROM_CURRENT_AND_RETAINED_FACTS,EXISTS_NOT_PUBLISHED,CURRENT_ROLLUP_WITH_EXPLICIT_INPUT_RETENTION,ALL_INPUTS_FRESH_OR_TYPED_PARTIAL,deployment_execution_quality,v1,NOT_APPLICABLE,E4_UTC_EPOCH_MS:source_as_of_ms,maximumDataDeploymentExecutionQualityV1,false,E2_INPUTS_EXIST_BUT_NAMED_INPUT_QUERY_PLANS_REQUIRED,E5_DERIVATION_ORACLE_AND_BOUND_INPUT_READS_REQUIRED,portal_execution_edge_owner,deployments.execution-quality
EXECUTION_GATE_R1_REVIEW_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_GATE_R1_REVIEW_SCREEN,research_lineage,data.research_artifact,immutable deployment-to-research-run and signed artifact reference,REQUIRED,TRADING_SYSTEM_OR_RESEARCH,typed-artifact-and-research-run-linkage:required,artifact_id|artifact_digest|research_run_id|deployment_id|created_at|retention_policy,deployment_id,SOURCE_OWNED_IMMUTABLE_DEPLOYMENT_LINKAGE_REQUIRED,SOURCE_OWNER_REQUIRED,IMMUTABLE_REFERENCE,OWNER_ACTION_REQUIRED,RETAINED_SIGNED_REFERENCE_HISTORY,IMMUTABLE_ARTIFACT_PUBLICATION_REVISION_REQUIRED,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:created_at_ms,maximumDataResearchArtifactV1,false,E2_ARTIFACT_AND_RESEARCH_LINKAGE_ABSENT,artifact-signed-reference,trading_system_artifact_owner,e3.research-artifact
EXECUTION_GATE_R1_REVIEW_SCREEN,sizing_evidence,data.sizing_decisions,retained sizing decision evidence by declared scope,REQUIRED,TRADING_SYSTEM,public.sizing_decisions,decision_id|strategy_id|account_id|mode|venue|created_at,decision_id,DECLARED_SIZING_DECISION_TO_STRATEGY_ACCOUNT_AND_PROFILE_COLUMNS,SIZING_DECISION_AND_RISK_GRANT_RECORDS,RETAINED_DECISION_RECORD,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,AVAILABLE_DECISION_RECORDS_NOT_SIGNAL_INTENT_FUNNEL,NAMED_PROFILE_AND_DECISION_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_REQUESTED_AND_APPROVED_QUANTITIES,E4_UTC_EPOCH_MS:created_at_ms,maximumDataSizingDecisionPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_SIGNAL_FUNNEL_SOURCE_REQUIRED,trading_system_read_path_owner,e3.sizing-decisions
EXECUTION_GATE_R2_REVIEW_SCREEN,accounts,data.accounts,canonical account identity and current profile binding,REQUIRED,TRADING_SYSTEM,public.accounts,account_id|trader_id|strategy_id|mode|venue|account_type|base_currency|external_account_ref|active|created_at|updated_at,account_id,ACCOUNT_ID_IS_DECLARED_ACCOUNT_SPINE,CANONICAL_ACCOUNT_ROWS,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ACCOUNT_STATE_ONLY,NAMED_PROFILE_AND_ACCOUNT_KEYSET_READ,NONE,NONE,BASE_CURRENCY_SCOPE_ATTRIBUTE,"E4_UTC_EPOCH_MS:created_at_ms,updated_at_ms",maximumDataAccountPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_ACCOUNT_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,accounts.current
EXECUTION_GATE_R2_REVIEW_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_GATE_R2_REVIEW_SCREEN,positions,data.positions,"current position quantity, mark, PnL and exposure by declared scope",REQUIRED,TRADING_SYSTEM,public.positions_v2,position_id|strategy_id|account_id|mode|venue|instrument_id|side|signed_qty|quantity|avg_px_open|avg_px_close|realized_pnl|unrealized_pnl|mark_price|mark_price_at|notional|updated_at,position_id,DECLARED_POSITION_TO_STRATEGY_ACCOUNT_AND_INSTRUMENT_COLUMNS,CANONICAL_POSITION_CURRENT_STATE,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_STATE_ONLY_NO_POSITION_VERSION_HISTORY,NAMED_PROFILE_AND_RESOURCE_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_VALUES_REQUIRE_EXPLICIT_CURRENCY_AND_MARK_LINEAGE,"E4_UTC_EPOCH_MS:opened_at_ms,closed_at_ms,updated_at_ms,mark_price_at_ms",maximumDataPositionPageV1,false,E2_CURRENT_STATE_ONLY_AND_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_MARK_PROVENANCE_REQUIRED,trading_system_read_path_owner,deployments.positions
EXECUTION_GATE_R2_REVIEW_SCREEN,risk_evidence,data.risk_grants,retained risk grant decision evidence by declared scope,REQUIRED,TRADING_SYSTEM,public.risk_grants,risk_grant_id|strategy_id|account_id|mode|venue|created_at,risk_grant_id,DECLARED_RISK_GRANT_TO_STRATEGY_ACCOUNT_AND_PROFILE_COLUMNS,SIZING_DECISION_AND_RISK_GRANT_RECORDS,RETAINED_DECISION_RECORD,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,AVAILABLE_DECISION_RECORDS_NOT_FULL_RISK_EVENT_REPLAY,NAMED_PROFILE_AND_GRANT_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_LIMITS_AND_QUANTITIES,E4_UTC_EPOCH_MS:created_at_ms,maximumDataRiskGrantPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_EVENT_CORRECTION_CONTRACT_REQUIRED,trading_system_read_path_owner,e3.risk-grants
EXECUTION_INCIDENT_DETAIL_SCREEN,command_terminal_evidence,data.command_journal,durable command lifecycle metadata and terminal evidence references,REQUIRED,TRADING_SYSTEM,public.command_journal,command_id|idempotency_scope|idempotency_key|accepted_at|dispatched_at|acknowledged_at|terminal_at,command_id,DECLARED_COMMAND_ID_TO_ACK_EVIDENCE_AND_DELIVERY_ATTEMPT_COLUMNS,DURABLE_COMMAND,DURABLE_LIFECYCLE_METADATA,EXISTS_NOT_PUBLISHED,RETAINED_COMMAND_LIFECYCLE_WITH_TYPED_PAYLOAD_REDACTION,NAMED_COMMAND_OR_TIME_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:accepted_at_ms,dispatched_at_ms,acknowledged_at_ms,terminal_at_ms",maximumDataCommandJournalPageV1,false,E2_INDEX_BACKED_TIME_KEYSET_ONLY,E5_FIELD_ALLOWLIST_AND_NAMED_COMMAND_SCOPE_REQUIRED,trading_system_command_owner,ops.command-journal
EXECUTION_INCIDENT_DETAIL_SCREEN,governance,data.governance,"Portal-owned approval, gate and review record",REQUIRED,PORTAL_CONTROL,portal-control:governance-record,approval_id|review_id|state|updated_at,approval_id_or_review_id,PORTAL_CONTROL_RESOURCE_IDENTITY,PORTAL_CONTROL,PORTAL_WORKFLOW_CURRENT_STATE,AVAILABLE_DIRECT,PORTAL_WORKFLOW_HISTORY_PER_CONTROL_CONTRACT,CONTROL_API_TRANSACTIONAL_READ,NONE,NONE,NOT_APPLICABLE,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataGovernanceRecordV1,false,CURRENT_PORTAL_BFF_AVAILABLE,NOT_APPLICABLE,portal_control_owner,portal.governance
EXECUTION_INCIDENT_DETAIL_SCREEN,orders,data.orders,current order projection including status and declared identifiers,REQUIRED,TRADING_SYSTEM,public.orders,order_id|client_order_id|venue_order_id|strategy_id|account_id|execution_session_id|mode|venue|instrument_id|symbol|side|order_type|time_in_force|quantity|price|trigger_price|status|submitted_at|updated_at|risk_grant_id,order_id,DECLARED_ORDER_TO_SESSION_ACCOUNT_STRATEGY_AND_RISK_GRANT_COLUMNS,CANONICAL_ORDER_PROJECTION,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ORDER_STATE_NOT_LIFECYCLE_REPLAY,NAMED_PROFILE_RESOURCE_AND_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_PRICE_AND_QUANTITY_WITH_INSTRUMENT_CONTEXT,"E4_UTC_EPOCH_MS:submitted_at_ms,updated_at_ms",maximumDataOrderPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_RESOURCE_SCOPE_QUERY_PLAN_AND_ACK_CLOCKS_REQUIRED,trading_system_read_path_owner,orders.list
EXECUTION_INCIDENT_DETAIL_SCREEN,reconciliation,data.reconciliation_findings,current reconciliation finding lifecycle and severity,REQUIRED,TRADING_SYSTEM,public.reconciliation_findings,finding_id|account_id|strategy_id|execution_session_id|mode|venue|finding_type|severity|status|created_at|resolved_at,finding_id,DECLARED_FINDING_TO_ACCOUNT_STRATEGY_AND_SESSION_COLUMNS,OPERATIONAL_AUDIT,MUTABLE_FINDING_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_LIFECYCLE_WITHOUT_IMMUTABLE_ACK_EVIDENCE,NAMED_PROFILE_AND_FINDING_KEYSET_READ,NONE,NONE,NOT_APPLICABLE,"E4_UTC_EPOCH_MS:created_at_ms,resolved_at_ms",maximumDataReconciliationFindingPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_SCOPE_QUERY_PLAN_AND_ACK_EVIDENCE_REQUIRED,trading_system_read_path_owner,reconciliation.current
EXECUTION_INCIDENT_DETAIL_SCREEN,trade_replay,data.trade_replay,deterministic causal order and fill replay timeline,REQUIRED,TRADING_SYSTEM,authoritative-change-journal:required,event_id|source_sequence|event_type|operation|event_time|entity_id|entity_version|payload_digest,event_id,SOURCE_OWNED_GLOBAL_SEQUENCE_AND_DECLARED_CAUSATION_IDS_REQUIRED,AUTHORITATIVE_CHANGE_JOURNAL_REQUIRED,APPEND_CORRECTION_DELETE_EVENT_STREAM,OWNER_ACTION_REQUIRED,FULL_REPLAY_WITH_RETENTION_FLOOR_AND_RESUME,SNAPSHOT_HIGH_WATERMARK_AND_TAIL_REQUIRED,deterministic_order_trace,v1,PAYLOAD_TYPED_BY_EVENT_KIND,"E4_UTC_EPOCH_MS:event_time_ms,effective_at_ms,observed_at_ms,ingested_at_ms",maximumDataTradeReplayV1,false,E2_GLOBAL_SEQUENCE_RETENTION_AND_CORRECTION_NOT_PROVEN,fill-correction-replay,trading_system_event_owner,e3.trade-replay
EXECUTION_LIVE_FULL_OPERATIONS_SCREEN,account_balances,data.account_balances,"current total, locked and free cash by account currency",REQUIRED,TRADING_SYSTEM,public.account_balances,account_id|currency|total|locked|free|updated_at,"account_id,currency",DECLARED_ACCOUNT_ID_FOREIGN_KEY,CANONICAL_ACCOUNT_BALANCE_CURRENT_STATE,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_BALANCE_NOT_LEDGER_HISTORY,NAMED_ACCOUNT_AND_CURRENCY_KEYSET_READ,NONE,NONE,EXACT_DECIMAL_WITH_SOURCE_CURRENCY,E4_UTC_EPOCH_MS:updated_at_ms,maximumDataAccountBalancePageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_ACCOUNT_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,accounts.current
EXECUTION_LIVE_FULL_OPERATIONS_SCREEN,accounts,data.accounts,canonical account identity and current profile binding,REQUIRED,TRADING_SYSTEM,public.accounts,account_id|trader_id|strategy_id|mode|venue|account_type|base_currency|external_account_ref|active|created_at|updated_at,account_id,ACCOUNT_ID_IS_DECLARED_ACCOUNT_SPINE,CANONICAL_ACCOUNT_ROWS,MUTABLE_CURRENT_STATE,EXISTS_BUT_NOT_SAFE_TO_EXPOSE,CURRENT_ACCOUNT_STATE_ONLY,NAMED_PROFILE_AND_ACCOUNT_KEYSET_READ,NONE,NONE,BASE_CURRENCY_SCOPE_ATTRIBUTE,"E4_UTC_EPOCH_MS:created_at_ms,updated_at_ms",maximumDataAccountPageV1,false,E2_SEQUENTIAL_SHAPE_UNQUALIFIED,E5_NAMED_ACCOUNT_SCOPE_QUERY_PLAN_REQUIRED,trading_system_read_path_owner,accounts.current
